ID,Part Number,x,y,rotation,sector
385,C385,-24.665102574936835,-75.29950244000852,558.1367244396645,B184
386,C386,-29.23063286795688,-75.89590193961892,561.063747191753,B185
387,C387,-33.898489456112046,-76.17027508132766,383.99076994381534,B186
388,C388,-27.902134979608817,-79.87817853772613,379.2547476451064,B187
389,C389,-23.22108280168451,-79.2675037036975,376.32772489301794,B188
390,C390,-16.848166997454488,-82.13825752419416,371.59170259430897,B189
391,C391,-5.6920813153360275,-82.88351956065699,363.9286575435116,B190
392,C392,1.1881481090225632,-84.31302684955924,359.1926352448026,B191
393,C393,5.360431523361759,-82.12727619014693,356.2656124927141,B192
394,C394,12.30768586901021,-82.64459392290752,351.5295901940052,B193
395,C395,19.371550210718162,-82.5493406027835,346.7935678952963,B194
396,C396,23.00356901375207,-79.52342992183004,343.8665451432078,B195
397,C397,29.935095205844267,-78.51774993701507,339.13052284449884,B196
398,C398,33.08784081768568,-75.03259139485839,336.20350009243646,B197
399,C399,39.77102014602186,-73.15005927584133,331.46747779370145,B198
400,C400,46.35508960687163,-70.65337899422967,326.7314554949925,B199
401,C401,-0.6614493151584048,-0.605941755637776,587.5077640500378,C0
402,C402,-5.445430354873151,-2.247794490933904,427.56987645034053,C1
403,C403,-4.453266186727191,-6.33431289471589,575.10869670053,C2
404,C404,-11.677952558632356,-3.0782708168063495,435.2329215011351,C3
405,C405,-8.300647037436496,-5.77537400692309,415.17080910083257,C4
406,C406,-8.945299919556765,-9.669607100716005,402.77174175132495,C5
407,C407,-7.938270975658606,-13.545252080231517,570.3726744018161,C6
408,C408,-13.171703859042267,-10.883117657135191,590.4347868021199,C7
409,C409,-13.14439066501327,-6.7454842703541145,602.8338541516271,C8
410,C410,-16.107819254237157,-2.0074864916801616,622.8959665519301,C9
411,C411,-17.321949039150574,-6.135078892217151,430.49689920242207,C10
412,C412,-17.243428195946663,-10.733994107014666,418.09783185291406,C11
413,C413,-11.794375771733456,-15.07672931615139,398.03571945261194,C12
414,C414,-9.090957848599905,-18.943185125954425,385.6366521031039,C13
415,C415,-13.034897701426496,-19.843963838201788,573.299697153898,C14
416,C416,-15.808604562945824,-15.427636559554198,585.6987645034061,C15
417,C417,-19.826148717108108,-14.744711547798588,593.361809554202,C16
418,C418,-21.081224620274984,-9.49158555858294,605.7608769037082,C17
